order_id,user_id,product_id,quantity,amount,order_date
1362,487,100038,44,160,2024-03-04
1363,513,100028,68,48,2024-03-04
1364,483,100081,81,15,2024-03-04
1365,513,100098,63,148,2024-03-04
1366,517,100051,84,218,2024-03-04
1367,508,100003,54,123,2024-03-04
1368,517,100053,42,21,2024-03-04
1369,490,100001,16,11,2024-03-04
1370,486,100052,24,19,2024-03-04
1371,505,100099,19,167,2024-03-04
1372,508,100048,12,49,2024-03-04
1373,492,100010,47,12,2024-03-04
1374,510,100030,13,107,2024-03-04
1375,491,100027,24,138,2024-03-04
1376,510,100055,49,147,2024-03-04
1377,511,100072,93,240,2024-03-04
1378,502,100064,28,84,2024-03-04
1379,491,100088,96,160,2024-03-04
1380,517,100089,28,224,2024-03-04
1381,501,100005,38,32,2024-03-04
1382,483,100095,73,24,2024-03-04
1383,501,100020,76,152,2024-03-04
1384,515,100028,81,247,2024-03-04
1385,514,100010,43,96,2024-03-04
1386,482,100044,48,72,2024-03-04
1387,508,100051,76,223,2024-03-04
1388,513,100012,21,151,2024-03-04
1389,488,100012,92,37,2024-03-04
1390,481,100064,86,83,2024-03-04
1391,505,100056,24,235,2024-03-04
1392,496,100042,1,199,2024-03-04
1393,514,100040,96,69,2024-03-04
1394,490,100026,10,118,2024-03-04
1395,507,100048,88,39,2024-03-04
1396,498,100075,56,209,2024-03-04
1397,481,100074,9,127,2024-03-04
1398,488,100091,31,132,2024-03-04
1399,507,100076,16,201,2024-03-04
1400,488,100053,29,24,2024-03-04
1401,485,100021,79,247,2024-03-04
1402,513,100070,43,39,2024-03-04
1403,498,100060,88,99,2024-03-04
1404,515,100047,74,202,2024-03-04
1405,515,100046,53,101,2024-03-04
1406,516,100069,67,147,2024-03-04
1407,510,100041,20,59,2024-03-04
1408,486,100090,81,12,2024-03-04
1409,512,100040,33,64,2024-03-04
1410,507,100051,19,228,2024-03-04
1411,508,100066,74,96,2024-03-04
1412,513,100053,29,160,2024-03-04
1413,503,100080,49,174,2024-03-04
1414,503,100047,33,189,2024-03-04
1415,510,100005,79,188,2024-03-04
1416,501,100075,26,185,2024-03-04
1417,515,100021,80,188,2024-03-04
1418,503,100081,36,135,2024-03-04
1419,484,100056,88,96,2024-03-04
1420,499,100030,64,91,2024-03-04
1421,501,100090,98,176,2024-03-04
1422,491,100016,46,104,2024-03-04
1423,511,100030,84,123,2024-03-04
1424,498,100027,63,139,2024-03-04
1425,497,100011,17,128,2024-03-04
1426,503,100079,96,216,2024-03-04
1427,512,100022,90,50,2024-03-04
1428,486,100097,46,33,2024-03-04
1429,484,100048,93,107,2024-03-04
1430,484,100014,73,82,2024-03-04
1431,491,100061,93,226,2024-03-04
1432,508,100020,32,59,2024-03-04
1433,484,100062,7,51,2024-03-04
1434,483,100096,81,112,2024-03-04
1435,490,100021,86,245,2024-03-04
1436,503,100032,91,171,2024-03-04
1437,517,100093,78,154,2024-03-04
1438,514,100045,28,129,2024-03-04
1439,512,100045,9,25,2024-03-04
1440,501,100081,72,182,2024-03-04
1441,512,100067,17,12,2024-03-04
1442,506,100041,1,10,2024-03-04
1443,499,100093,20,189,2024-03-04
1444,505,100030,33,114,2024-03-04
1445,480,100055,26,222,2024-03-04
1446,500,100087,29,230,2024-03-04
1447,497,100055,58,118,2024-03-04
1448,481,100074,4,136,2024-03-04
1449,498,100030,96,122,2024-03-04
1450,499,100020,52,137,2024-03-04
1451,505,100006,98,199,2024-03-04
1452,499,100006,82,221,2024-03-04
1453,493,100044,21,85,2024-03-04
1454,498,100030,25,95,2024-03-04
1455,494,100012,73,236,2024-03-04
1456,512,100094,89,214,2024-03-04
1457,515,100086,59,23,2024-03-04
1458,488,100041,52,225,2024-03-04
1459,506,100015,48,16,2024-03-04
1460,513,100049,1,239,2024-03-04
1461,505,100037,27,26,2024-03-04
1462,515,100034,48,90,2024-03-04
1463,480,100070,52,117,2024-03-04
1464,495,100032,11,131,2024-03-04
1465,504,100098,19,220,2024-03-04
1466,510,100003,24,63,2024-03-04
1467,502,100089,39,46,2024-03-04
1468,514,100001,16,146,2024-03-04
1469,511,100054,61,96,2024-03-04
1470,494,100034,62,53,2024-03-04
1471,510,100095,60,46,2024-03-04
1472,482,100023,48,132,2024-03-04
1473,484,100061,53,84,2024-03-04
1474,481,100038,10,59,2024-03-04
1475,506,100035,22,96,2024-03-04
1476,514,100060,14,154,2024-03-04
1477,487,100070,56,169,2024-03-04
1478,480,100002,56,222,2024-03-04
1479,510,100077,45,84,2024-03-04
1480,486,100019,61,41,2024-03-04
1481,495,100063,33,201,2024-03-04
1482,482,100048,65,150,2024-03-04
1483,493,100054,8,56,2024-03-04
1484,483,100074,55,166,2024-03-04
1485,485,100074,94,18,2024-03-04
1486,485,100081,62,30,2024-03-04
1487,492,100096,56,28,2024-03-04
1488,502,100091,90,59,2024-03-04
1489,488,100043,35,75,2024-03-04
1490,504,100004,87,187,2024-03-04
1491,486,100036,47,192,2024-03-04
1492,513,100082,2,233,2024-03-04
1493,502,100061,89,156,2024-03-04
1494,493,100016,50,85,2024-03-04
1495,492,100016,43,17,2024-03-04
1496,515,100063,42,247,2024-03-04
1497,482,100062,12,96,2024-03-04
1498,501,100039,52,170,2024-03-04
1499,508,100083,1,60,2024-03-04
1500,485,100054,39,87,2024-03-04
1501,502,100046,25,206,2024-03-04
1502,506,100085,24,151,2024-03-04
1503,490,100024,67,212,2024-03-04
1504,490,100050,90,118,2024-03-04
1505,501,100094,93,209,2024-03-04
1506,511,100029,89,175,2024-03-04
1507,493,100070,35,245,2024-03-04
1508,513,100097,91,34,2024-03-04
1509,508,100044,8,97,2024-03-04
1510,497,100047,19,128,2024-03-04
1511,491,100068,57,61,2024-03-04
1512,513,100023,42,210,2024-03-04
1513,495,100019,60,62,2024-03-04
1514,513,100071,36,61,2024-03-04
1515,492,100086,27,49,2024-03-04
1516,502,100074,2,29,2024-03-04
1517,500,100002,44,136,2024-03-04
1518,499,100085,93,46,2024-03-04
1519,482,100044,58,115,2024-03-04
1520,493,100062,44,246,2024-03-04
1521,514,100094,64,213,2024-03-04
1522,486,100042,21,55,2024-03-04
1523,494,100024,26,198,2024-03-04
1524,496,100093,44,198,2024-03-04
1525,505,100007,75,143,2024-03-04
