order_id,user_id,product_id,quantity,amount,order_date
1006,512,100070,51,77,2024-03-02
1007,509,100082,39,86,2024-03-02
1008,517,100082,20,114,2024-03-02
1009,496,100073,17,234,2024-03-02
1010,485,100066,38,202,2024-03-02
1011,506,100075,94,209,2024-03-02
1012,483,100092,12,123,2024-03-02
1013,493,100004,29,235,2024-03-02
1014,507,100033,28,196,2024-03-02
1015,503,100076,31,101,2024-03-02
1016,499,100062,100,84,2024-03-02
1017,514,100057,9,154,2024-03-02
1018,502,100076,77,34,2024-03-02
1019,482,100075,26,171,2024-03-02
1020,501,100088,46,112,2024-03-02
1021,486,100052,100,13,2024-03-02
1022,510,100048,36,49,2024-03-02
1023,492,100068,70,27,2024-03-02
1024,494,100079,9,170,2024-03-02
1025,516,100092,57,79,2024-03-02
1026,495,100017,85,125,2024-03-02
1027,487,100020,81,103,2024-03-02
1028,484,100057,78,72,2024-03-02
1029,486,100056,7,160,2024-03-02
1030,505,100094,76,225,2024-03-02
1031,503,100070,40,230,2024-03-02
1032,487,100053,55,187,2024-03-02
1033,515,100063,67,166,2024-03-02
1034,484,100041,55,231,2024-03-02
1035,511,100017,50,74,2024-03-02
1036,496,100060,1,198,2024-03-02
1037,494,100097,18,31,2024-03-02
1038,501,100072,27,45,2024-03-02
1039,496,100085,27,77,2024-03-02
1040,501,100035,72,145,2024-03-02
1041,484,100077,34,213,2024-03-02
1042,503,100020,52,84,2024-03-02
1043,514,100063,59,86,2024-03-02
1044,501,100004,6,39,2024-03-02
1045,482,100022,79,95,2024-03-02
1046,495,100063,66,59,2024-03-02
1047,482,100015,85,146,2024-03-02
1048,496,100067,8,247,2024-03-02
1049,494,100087,58,116,2024-03-02
1050,497,100004,53,237,2024-03-02
1051,506,100093,14,183,2024-03-02
1052,510,100011,94,44,2024-03-02
1053,502,100003,44,150,2024-03-02
1054,512,100094,53,49,2024-03-02
1055,480,100066,60,108,2024-03-02
1056,480,100052,71,19,2024-03-02
1057,493,100061,26,82,2024-03-02
1058,491,100021,56,72,2024-03-02
1059,489,100052,70,92,2024-03-02
1060,491,100059,53,77,2024-03-02
1061,484,100073,33,179,2024-03-02
1062,481,100054,46,179,2024-03-02
1063,495,100080,16,243,2024-03-02
1064,516,100088,28,237,2024-03-02
1065,496,100074,11,32,2024-03-02
1066,487,100049,42,186,2024-03-02
1067,512,100063,93,200,2024-03-02
1068,498,100033,94,147,2024-03-02
1069,507,100071,91,38,2024-03-02
1070,512,100044,32,166,2024-03-02
1071,515,100008,98,49,2024-03-02
1072,512,100031,18,118,2024-03-02
1073,496,100017,4,194,2024-03-02
1074,515,100008,78,234,2024-03-02
1075,514,100078,96,169,2024-03-02
1076,487,100039,73,52,2024-03-02
1077,509,100095,79,238,2024-03-02
1078,494,100086,9,242,2024-03-02
1079,504,100093,56,100,2024-03-02
1080,480,100091,91,33,2024-03-02
1081,498,100002,35,176,2024-03-02
1082,480,100075,88,227,2024-03-02
1083,483,100078,35,134,2024-03-02
1084,482,100019,95,191,2024-03-02
1085,510,100011,68,79,2024-03-02
1086,487,100009,45,146,2024-03-02
1087,512,100031,97,249,2024-03-02
1088,509,100044,53,46,2024-03-02
1089,482,100065,21,236,2024-03-02
1090,494,100038,28,92,2024-03-02
1091,494,100026,60,123,2024-03-02
1092,489,100036,44,169,2024-03-02
1093,515,100003,61,14,2024-03-02
1094,507,100032,32,181,2024-03-02
1095,500,100064,99,66,2024-03-02
1096,483,100071,37,206,2024-03-02
1097,503,100034,56,219,2024-03-02
1098,511,100060,92,88,2024-03-02
1099,517,100091,71,36,2024-03-02
1100,481,100003,17,226,2024-03-02
1101,509,100020,27,203,2024-03-02
1102,513,100044,44,215,2024-03-02
1103,504,100039,47,103,2024-03-02
1104,514,100072,14,200,2024-03-02
1105,514,100044,34,38,2024-03-02
1106,502,100067,87,226,2024-03-02
1107,480,100096,15,227,2024-03-02
